TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
   45.92   67.80   49.80  <-- Euler angles (deg) of phase ellipsoid axes
B       500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
   77.90  151.59 -120.26   0.0016500
TEXTURE AT STRAIN =    1.0000
   1.377   1.434   0.460  <-- length of phase ellipsoid axes
   72.79    2.03   -5.61  <-- Euler angles (deg) of phase ellipsoid axes
B       500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
   78.40  151.47 -119.99   0.0016500
